Series ID,Year,Period,Label,Value
LAUST550000000000003,2022,M10,2022 Oct,2.3
LAUST550000000000003,2022,M11,2022 Nov,2.3
LAUST550000000000003,2022,M12,2022 Dec,2.3
LAUST550000000000003,2023,M01,2023 Jan,3.0
LAUST550000000000003,2023,M02,2023 Feb,3.3
LAUST550000000000003,2023,M03,2023 Mar,3.1
LAUST550000000000003,2023,M04,2023 Apr,2.7
LAUST550000000000003,2023,M05,2023 May,2.8
LAUST550000000000003,2023,M06,2023 Jun,3.5
LAUST550000000000003,2023,M07,2023 Jul,3.2
LAUST550000000000003,2023,M08,2023 Aug,3.4
LAUST550000000000003,2023,M09,2023 Sep,2.9
LAUST550000000000003,2023,M10,2023 Oct,2.8
LAUST550000000000003,2023,M11,2023 Nov,2.7
LAUST550000000000003,2023,M12,2023 Dec,2.9
LAUST550000000000003,2024,M01,2024 Jan,2.8
LAUST550000000000003,2024,M02,2024 Feb,3.3
LAUST560000000000003,2022,M01,2022 Jan,4.4
LAUST560000000000003,2022,M02,2022 Feb,4.1
LAUST560000000000003,2022,M03,2022 Mar,3.8
LAUST560000000000003,2022,M04,2022 Apr,3.5
LAUST560000000000003,2022,M05,2022 May,3.2
LAUST560000000000003,2022,M06,2022 Jun,3.5
LAUST560000000000003,2022,M07,2022 Jul,3.1
LAUST560000000000003,2022,M08,2022 Aug,3.2
LAUST560000000000003,2022,M09,2022 Sep,2.9
LAUST560000000000003,2022,M10,2022 Oct,3.0
LAUST560000000000003,2022,M11,2022 Nov,3.3
LAUST560000000000003,2022,M12,2022 Dec,3.3
LAUST560000000000003,2023,M01,2023 Jan,4.1
LAUST560000000000003,2023,M02,2023 Feb,3.8
LAUST560000000000003,2023,M03,2023 Mar,3.6
LAUST560000000000003,2023,M04,2023 Apr,2.9
LAUST560000000000003,2023,M05,2023 May,2.7
LAUST560000000000003,2023,M06,2023 Jun,2.8
LAUST560000000000003,2023,M07,2023 Jul,2.5
LAUST560000000000003,2023,M08,2023 Aug,2.5
LAUST560000000000003,2023,M09,2023 Sep,2.3
LAUST560000000000003,2023,M10,2023 Oct,2.4
LAUST560000000000003,2023,M11,2023 Nov,2.7
LAUST560000000000003,2023,M12,2023 Dec,2.6
LAUST560000000000003,2024,M01,2024 Jan,3.7
LAUST560000000000003,2024,M02,2024 Feb,3.6
